timestamp(ms),X(g),Y(g),Z(g),class
190825,-3.96,-1.53,-9.45,1
131377,-3.88,-1.53,-9.53,1
224041,-2.67,-1.41,-9.96,4
151405,-3.14,-1.45,-9.77,5
215965,-2.63,-1.33,-9.96,3
202705,-2.39,-1.29,-9.92,0
33265,-2.35,-1.45,-9.92,0
196777,-2.71,-1.33,-9.92,3
61669,-3.88,-1.53,-9.45,1
240949,-2.75,-1.41,-9.92,4
127069,-3.92,-1.49,-9.49,1
203413,-2.39,-1.33,-9.96,0
79117,-2.16,-1.26,-10.00,2
21037,-2.71,-1.41,-9.92,4
31717,-2.67,-1.41,-9.92,3
130525,-2.75,-1.45,-9.92,4
230845,-2.20,-1.22,-10.04,2
48913,-3.84,-1.53,-9.53,1
64261,-2.20,-1.22,-10.00,2
106501,-2.75,-1.41,-9.92,4
240685,-2.24,-1.26,-10.00,2
224785,-3.14,-1.41,-9.77,5
248293,-3.92,-1.53,-9.53,1
127645,-2.63,-1.37,-9.92,3
199069,-3.96,-1.53,-9.53,1
248605,-2.75,-1.33,-9.92,4
178069,-2.75,-1.33,-9.92,4
145969,-3.18,-1.57,-9.69,5
238897,-2.47,-1.37,-9.96,0
152893,-2.39,-1.37,-9.96,0
54709,-2.16,-1.26,-9.96,2
44617,-3.84,-1.49,-9.53,1
182377,-2.20,-1.22,-10.04,2
196489,-4.00,-1.49,-9.53,1
99685,-3.18,-1.45,-9.77,5
185665,-2.16,-1.18,-10.00,2
77317,-3.18,-1.45,-9.81,5
162997,-3.96,-1.49,-9.45,1
181345,-3.92,-1.49,-9.49,1
24229,-3.14,-1.53,-9.81,5
245257,-4.00,-1.53,-9.49,1
236257,-2.24,-1.22,-10.04,2
115801,-2.43,-1.41,-9.89,0
190321,-2.39,-1.33,-9.96,0
166177,-3.96,-1.53,-9.45,1
38125,-3.14,-1.45,-9.73,5
163513,-2.71,-1.29,-9.92,3
213817,-3.14,-1.45,-9.77,5
110857,-3.18,-1.45,-9.81,5
33913,-2.39,-1.49,-9.92,0
205417,-2.63,-1.33,-9.96,3
140977,-2.24,-1.14,-10.24,2
216997,-2.20,-1.22,-10.04,2
235309,-2.43,-1.33,-9.96,0
124729,-3.92,-1.53,-9.49,1
84889,-2.75,-1.41,-9.92,4
153061,-2.71,-1.37,-9.92,3
42181,-2.35,-1.45,-9.96,0
68449,-2.71,-1.41,-9.96,4
91165,-2.71,-1.37,-9.89,3
132901,-2.67,-1.41,-9.89,3
222457,-2.43,-1.33,-9.92,0
154441,-3.14,-1.49,-9.81,5
63829,-2.47,-1.45,-9.92,0
258409,-2.16,-1.26,-10.00,2
127453,-2.39,-1.45,-9.96,0
71161,-2.71,-1.45,-9.89,4
128113,-2.71,-1.49,-9.89,4
163021,-3.10,-1.45,-9.73,5
176869,-2.75,-1.41,-9.89,4
170293,-2.71,-1.45,-9.89,4
120937,-2.75,-1.37,-9.96,4
61345,-2.67,-1.41,-9.92,3
214237,-3.14,-1.45,-9.77,5
160165,-3.10,-1.49,-9.81,5
60457,-2.71,-1.33,-9.85,3
158857,-2.39,-1.37,-9.92,0
56713,-3.88,-1.49,-9.49,1
34669,-3.10,-1.49,-9.81,5
191257,-2.16,-1.26,-10.04,2
54097,-2.43,-1.45,-9.89,0
69037,-2.20,-1.26,-10.00,2
152845,-3.14,-1.49,-9.77,5
186745,-2.75,-1.37,-9.96,4
231865,-2.63,-1.41,-9.92,3
85201,-2.75,-1.45,-9.85,4
25321,-3.73,-1.49,-9.57,1
95677,-3.92,-1.49,-9.57,1
80485,-2.71,-1.41,-9.89,3
95065,-2.16,-1.18,-10.04,2
56557,-2.43,-1.45,-9.92,0
116053,-2.16,-1.26,-10.00,2
175633,-3.84,-1.49,-9.49,1
120301,-3.92,-1.45,-9.49,1
212125,-3.80,-1.41,-9.57,1
103093,-2.12,-1.22,-10.04,2
197821,-2.82,-1.49,-9.81,4
137749,-2.71,-1.45,-9.85,4
194245,-2.71,-1.33,-9.96,3
212461,-2.39,-1.33,-9.96,0
161101,-2.24,-1.18,-9.96,2
228817,-3.84,-1.53,-9.57,1
202225,-3.14,-1.53,-9.85,5
200845,-4.00,-1.49,-9.57,1
67513,-2.24,-1.26,-10.04,2
120349,-2.43,-1.45,-9.92,0
94801,-3.92,-1.49,-9.49,1
152533,-3.96,-1.53,-9.53,1
193837,-4.00,-1.49,-9.45,1
129925,-3.96,-1.53,-9.57,1
116653,-3.14,-1.45,-9.81,5
250177,-2.28,-1.10,-10.12,2
112945,-3.96,-1.53,-9.53,1
93157,-2.39,-1.45,-9.96,0
249385,-2.39,-1.33,-10.00,0
93877,-2.43,-1.45,-9.92,0
157765,-2.75,-1.41,-9.92,4
83893,-2.67,-1.37,-9.89,3
117601,-2.71,-1.33,-9.92,3
84241,-2.20,-1.22,-10.00,2
89809,-2.75,-1.41,-9.85,4
259417,-2.20,-1.18,-10.04,2
178297,-2.71,-1.41,-9.96,3
73945,-3.18,-1.45,-9.73,5
139333,-2.20,-1.18,-10.00,2
70765,-2.63,-1.45,-9.81,4
78217,-2.67,-1.37,-9.96,4
177505,-3.92,-1.49,-9.53,1
54997,-2.39,-1.49,-9.92,0
69145,-2.20,-1.22,-10.00,2
155713,-2.67,-1.33,-9.92,3
208309,-2.16,-1.26,-10.08,2
193093,-3.14,-1.53,-9.77,5
34129,-2.39,-1.45,-9.96,0
235501,-3.92,-1.53,-9.57,1
166249,-2.20,-1.22,-10.04,2
174049,-2.67,-1.33,-9.96,3
239245,-2.43,-1.37,-10.00,0
107329,-2.71,-1.45,-9.92,4
201433,-3.14,-1.45,-9.85,5
104869,-2.71,-1.37,-9.92,3
155917,-3.96,-1.49,-9.41,1
152401,-2.67,-1.41,-9.92,4
114073,-2.47,-1.37,-10.00,0
207061,-2.71,-1.41,-9.96,4
198805,-3.88,-1.49,-9.53,1
171025,-2.20,-1.22,-9.96,2
202801,-2.39,-1.33,-9.96,0
228709,-2.20,-1.26,-10.04,2
231133,-3.14,-1.45,-9.77,5
150949,-4.04,-1.41,-9.65,1
227113,-2.39,-1.33,-9.92,0
239509,-2.43,-1.33,-9.96,0
190825,-2.16,-1.22,-10.00,2
64621,-2.71,-1.41,-9.92,4
195277,-2.39,-1.37,-9.92,0
173569,-3.96,-1.53,-9.53,1
237157,-2.16,-1.26,-10.04,2
198661,-4.04,-1.49,-9.49,1
120829,-3.14,-1.49,-9.85,5
227053,-2.35,-1.37,-10.00,0
206413,-2.20,-1.22,-10.04,2
129697,-2.12,-1.18,-10.04,2
63241,-2.71,-1.41,-9.92,4
32101,-3.88,-1.57,-9.53,1
44401,-3.92,-1.49,-9.53,1
35017,-2.63,-1.45,-9.81,3
42085,-2.20,-1.22,-10.04,2
144829,-2.75,-1.37,-9.92,4
173893,-3.88,-1.45,-9.49,1
198241,-2.39,-1.33,-9.92,0
81361,-2.43,-1.41,-9.96,0
129289,-3.80,-1.53,-9.57,1
166789,-2.43,-1.33,-9.96,0
157681,-2.71,-1.41,-9.92,4
144361,-3.88,-1.49,-9.57,1
205525,-3.10,-1.45,-9.77,5
223969,-3.96,-1.57,-9.53,1
241213,-2.67,-1.37,-9.96,3
148861,-3.10,-1.53,-9.85,5
189541,-2.35,-1.33,-9.96,0
154165,-2.39,-1.41,-9.96,0
79981,-3.18,-1.49,-9.81,5
205909,-2.75,-1.41,-9.85,4
65569,-3.88,-1.57,-9.41,1
211657,-2.75,-1.49,-9.85,4
251701,-2.20,-1.26,-10.04,2
244117,-2.75,-1.37,-9.92,4
33529,-3.96,-1.57,-9.45,1
156505,-2.63,-1.41,-9.92,3
57841,-2.67,-1.41,-9.96,4
190597,-3.96,-1.49,-9.49,1
203917,-2.63,-1.41,-10.00,3
214369,-2.16,-1.18,-10.04,2
129001,-2.16,-1.29,-10.04,2
169537,-2.67,-1.37,-9.96,3
189925,-2.35,-1.45,-10.00,0
88765,-2.24,-1.22,-10.00,2
214165,-2.71,-1.33,-9.92,3
179869,-2.39,-1.33,-9.96,0
140845,-3.18,-1.49,-9.81,5
25057,-3.14,-1.49,-9.85,5
138613,-2.39,-1.41,-9.96,0
97549,-3.14,-1.53,-9.81,5
172081,-2.67,-1.33,-9.96,3
96577,-2.67,-1.41,-9.96,3
73561,-2.71,-1.37,-9.96,3
212869,-3.18,-1.45,-9.81,5
240061,-3.10,-1.49,-9.81,5
181981,-2.20,-1.29,-10.04,2
254701,-2.24,-1.26,-10.04,2
183145,-3.96,-1.53,-9.41,1
216409,-3.92,-1.49,-9.49,1
174601,-2.71,-1.37,-9.89,3
153193,-3.96,-1.53,-9.49,1
110209,-3.88,-1.49,-9.53,1
223225,-2.63,-1.37,-9.89,3
124153,-2.67,-1.45,-9.89,4
46177,-2.75,-1.41,-9.89,4
148429,-2.63,-1.41,-9.96,3
251257,-2.43,-1.37,-9.96,0
186673,-2.35,-1.37,-10.00,0
89593,-3.18,-1.45,-9.77,5
245365,-2.71,-1.37,-9.89,3
104377,-3.88,-1.53,-9.49,1
182917,-2.39,-1.37,-9.92,0
213877,-2.63,-1.41,-9.92,3
107317,-2.71,-1.41,-9.85,4
151237,-2.59,-1.41,-9.92,3
114601,-2.12,-1.18,-10.00,2
224401,-2.86,-1.37,-9.92,4
171157,-2.75,-1.41,-9.89,4
36541,-2.75,-1.37,-9.96,4
101353,-2.16,-1.18,-10.00,2
84877,-2.71,-1.41,-9.89,4
189313,-2.67,-1.37,-9.96,3
73957,-2.20,-1.18,-10.08,2
101389,-3.88,-1.53,-9.53,1
140857,-2.20,-1.22,-10.04,2
212905,-2.35,-1.33,-9.96,0
229945,-2.67,-1.37,-9.92,4
229033,-2.20,-1.22,-10.00,2
240745,-2.63,-1.33,-9.92,3
141409,-3.22,-1.45,-9.81,5
67513,-2.71,-1.45,-9.92,4
164533,-3.22,-1.45,-9.77,5
211645,-2.67,-1.37,-9.92,4
113389,-2.67,-1.41,-9.89,3
30853,-2.71,-1.37,-9.89,4
185629,-3.92,-1.53,-9.41,1
97093,-3.96,-1.49,-9.53,1
102301,-2.67,-1.37,-9.96,3
175021,-2.39,-1.37,-9.92,0
143749,-2.47,-1.41,-9.92,0
94009,-3.96,-1.49,-9.49,1
180061,-2.71,-1.41,-9.92,4
21385,-3.69,-1.53,-9.49,1
65749,-2.71,-1.41,-10.00,4
133609,-2.20,-1.26,-10.00,2
108229,-2.43,-1.45,-9.96,0
128377,-3.84,-1.45,-9.49,1
208645,-2.43,-1.29,-9.96,0
232345,-3.14,-1.53,-9.77,5
32509,-2.67,-1.37,-9.89,3
108565,-2.75,-1.41,-9.92,4
170125,-2.67,-1.41,-9.92,4
134761,-2.20,-1.18,-9.96,2
132529,-3.88,-1.49,-9.49,1
145873,-3.18,-1.45,-9.77,5
127969,-3.14,-1.49,-9.77,5
110065,-2.12,-1.22,-9.96,2
158341,-3.92,-1.45,-9.57,1
221053,-2.71,-1.45,-9.96,4
122137,-3.18,-1.49,-9.69,5
134725,-3.92,-1.49,-9.53,1
184621,-3.88,-1.49,-9.57,1
162313,-2.67,-1.49,-9.92,4
121069,-3.18,-1.49,-9.73,5
104845,-2.47,-1.41,-9.96,0
221257,-3.10,-1.53,-9.81,5
223657,-2.35,-1.33,-10.00,0
243685,-2.71,-1.33,-9.92,3
109873,-2.63,-1.37,-9.89,3
54901,-2.71,-1.33,-9.92,3
131581,-3.84,-1.53,-9.49,1
169897,-3.92,-1.49,-9.53,1
153337,-2.39,-1.41,-9.96,0
111229,-2.43,-1.45,-9.96,0
108337,-2.71,-1.37,-9.96,3
62149,-3.14,-1.49,-9.73,5
233509,-2.67,-1.37,-9.92,3
227593,-3.18,-1.49,-9.85,5
66997,-2.35,-1.49,-9.96,0
231481,-3.18,-1.45,-9.77,5
124693,-3.10,-1.49,-9.77,5
158713,-2.16,-1.22,-10.00,2
148093,-2.39,-1.41,-9.96,0
146401,-3.88,-1.45,-9.49,1
124729,-2.67,-1.37,-9.92,3
84961,-2.67,-1.37,-9.89,3
98533,-2.47,-1.41,-9.92,0
241837,-2.16,-1.18,-10.04,2
183181,-3.92,-1.45,-9.53,1
90265,-3.80,-1.53,-9.57,1
77017,-3.88,-1.53,-9.53,1
161113,-2.71,-1.45,-9.92,4
194485,-2.71,-1.41,-9.96,4
62881,-3.88,-1.53,-9.53,1
28249,-3.92,-1.53,-9.41,1
221257,-2.39,-1.33,-10.00,0
182413,-2.63,-1.29,-9.92,3
142789,-2.67,-1.37,-9.92,3
58321,-3.10,-1.45,-9.81,5
146617,-3.18,-1.49,-9.85,5
191149,-3.18,-1.49,-9.77,5
238249,-3.14,-1.49,-9.85,5
32209,-2.75,-1.45,-9.92,4
77221,-2.43,-1.41,-9.96,0
58765,-3.14,-1.49,-9.85,5
87337,-3.14,-1.49,-9.73,5
189409,-3.92,-1.49,-9.45,1
140149,-3.73,-1.53,-9.41,1
127801,-2.47,-1.41,-9.92,0
188989,-2.20,-1.22,-10.04,2
215041,-2.43,-1.37,-9.96,0
119593,-3.88,-1.49,-9.49,1
193321,-3.10,-1.49,-9.73,5
117841,-2.16,-1.22,-9.96,2
78085,-3.96,-1.49,-9.53,1
73393,-3.10,-1.53,-9.73,5
106729,-3.18,-1.45,-9.73,5
165253,-2.71,-1.41,-9.92,4
156877,-2.12,-1.18,-10.00,2
245065,-2.71,-1.41,-9.92,4
215725,-2.24,-1.22,-10.04,2
240649,-2.43,-1.37,-9.96,0
237625,-2.39,-1.33,-9.96,0
89293,-2.71,-1.37,-9.92,4
63253,-2.20,-1.26,-10.04,2
68701,-2.43,-1.41,-9.92,0
40369,-2.35,-1.49,-9.89,0
192025,-3.92,-1.49,-9.57,1
220633,-3.92,-1.53,-9.49,1
61597,-2.71,-1.41,-9.89,3
79189,-3.96,-1.53,-9.53,1
98485,-3.88,-1.53,-9.49,1
198925,-2.71,-1.41,-9.81,4
194233,-2.35,-1.29,-9.96,0
121057,-2.63,-1.41,-9.92,3
100945,-2.75,-1.49,-9.89,4
71197,-2.79,-1.41,-9.92,4
104317,-2.43,-1.45,-9.92,0
94405,-2.47,-1.41,-9.96,0
44257,-3.96,-1.57,-9.49,1
84361,-2.43,-1.45,-9.96,0
30001,-2.39,-1.41,-9.96,0
234625,-3.18,-1.49,-9.85,5
210565,-2.39,-1.37,-9.96,0
245989,-3.18,-1.45,-9.81,5
237469,-3.92,-1.53,-9.49,1
214597,-2.12,-1.22,-10.08,2
101833,-2.63,-1.41,-9.89,3
50605,-2.71,-1.41,-9.92,3
220945,-3.96,-1.49,-9.57,1
42817,-3.92,-1.61,-9.53,1
233125,-3.88,-1.49,-9.57,1
241105,-2.20,-1.22,-10.00,2
233629,-2.39,-1.37,-9.96,0
31081,-3.84,-1.45,-9.53,1
101401,-2.67,-1.37,-9.92,3
235573,-4.08,-1.49,-9.45,1
30613,-3.18,-1.45,-9.89,5
204937,-2.67,-1.41,-10.04,3
56749,-3.84,-1.53,-9.53,1
181201,-3.92,-1.45,-9.61,1
86989,-2.20,-1.26,-10.00,2
110533,-3.88,-1.65,-9.34,1
87625,-3.14,-1.49,-9.73,5
33997,-3.10,-1.49,-9.77,5
122077,-3.14,-1.53,-9.81,5
76225,-2.67,-1.37,-10.00,3
176605,-3.92,-1.57,-9.41,1
249601,-2.24,-1.22,-10.00,2
61285,-2.28,-1.22,-10.00,2
211825,-3.96,-1.53,-9.53,1
200209,-2.16,-1.26,-10.00,2
199501,-2.39,-1.37,-9.96,0
205873,-2.39,-1.33,-9.96,0
114637,-3.96,-1.57,-9.49,1
77641,-2.39,-1.49,-9.96,0
78985,-2.16,-1.22,-10.00,2
116857,-3.18,-1.49,-9.81,5
206521,-3.14,-1.45,-9.77,5
190381,-3.14,-1.49,-9.81,5
96145,-2.67,-1.41,-9.92,3
87805,-3.84,-1.49,-9.57,1
106141,-3.18,-1.49,-9.85,5
94741,-3.88,-1.53,-9.57,1
73189,-3.96,-1.49,-9.49,1
164845,-2.71,-1.41,-9.96,4
35905,-3.92,-1.45,-9.45,1
145429,-3.92,-1.53,-9.53,1
126121,-3.88,-1.57,-9.38,1
170941,-2.71,-1.45,-10.00,4
137809,-2.12,-1.26,-10.00,2
153589,-3.18,-1.49,-9.85,5
62077,-2.67,-1.37,-9.92,4
202873,-2.35,-1.41,-9.96,0
128317,-2.43,-1.41,-9.96,0
134077,-3.88,-1.49,-9.53,1
139825,-2.43,-1.45,-9.96,0
235741,-2.39,-1.41,-9.96,0
151093,-2.67,-1.41,-9.89,4
63997,-2.24,-1.22,-10.00,2
23977,-3.14,-1.49,-9.73,5
165733,-2.24,-1.22,-10.00,2
135505,-2.71,-1.45,-9.89,4
60625,-2.63,-1.45,-9.89,4
113425,-3.96,-1.53,-9.49,1
90577,-3.88,-1.49,-9.53,1
51109,-3.18,-1.49,-9.81,5
84865,-3.14,-1.45,-9.81,5
145465,-2.20,-1.22,-10.08,2
103213,-2.63,-1.37,-9.89,3
21493,-2.71,-1.41,-9.89,4
239797,-3.14,-1.41,-9.81,5
132721,-2.35,-1.45,-9.96,0
28933,-3.84,-1.57,-9.49,1
231625,-3.14,-1.45,-9.85,5
161545,-2.67,-1.33,-10.00,4
245677,-3.96,-1.49,-9.45,1
184009,-2.20,-1.22,-9.96,2
188353,-3.18,-1.45,-9.81,5
217417,-2.39,-1.33,-10.00,0
187309,-3.14,-1.45,-9.81,5
243301,-2.63,-1.37,-9.92,3
142549,-2.43,-1.41,-9.96,0
96829,-3.92,-1.49,-9.53,1
186685,-2.35,-1.37,-9.96,0
84229,-2.75,-1.41,-9.96,3
146233,-2.67,-1.45,-9.89,3
74281,-2.63,-1.33,-9.96,3
197641,-2.63,-1.37,-9.96,3
52165,-2.20,-1.22,-9.96,2
45757,-3.80,-1.45,-9.61,1
116173,-2.67,-1.37,-9.89,3
77053,-3.88,-1.57,-9.57,1
55237,-2.12,-1.26,-9.96,2
247105,-2.39,-1.41,-9.92,0
55285,-3.18,-1.49,-9.81,5
73093,-2.71,-1.41,-9.96,4
89857,-2.71,-1.37,-10.00,4
162373,-2.67,-1.33,-9.89,3
225793,-2.79,-1.45,-9.92,4
243421,-2.67,-1.33,-9.92,4
41293,-3.84,-1.45,-9.61,1
38833,-2.67,-1.41,-9.89,3
235909,-3.92,-1.53,-9.57,1
148285,-2.20,-1.18,-10.00,2
84625,-2.43,-1.41,-9.92,0
191377,-2.12,-1.22,-10.04,2
73585,-2.24,-1.26,-10.04,2
242557,-2.67,-1.37,-10.00,3
171397,-3.18,-1.45,-9.81,5
233581,-2.43,-1.37,-10.00,0
34753,-2.67,-1.37,-9.92,3
112429,-2.20,-1.22,-10.08,2
182437,-2.63,-1.37,-9.92,3
232249,-2.39,-1.29,-9.96,0
165925,-2.43,-1.33,-9.96,0
43465,-3.14,-1.45,-9.77,5
185677,-2.79,-1.41,-9.89,4
247609,-3.96,-1.45,-9.57,1
177637,-2.71,-1.33,-10.00,4
116209,-2.47,-1.41,-9.92,0
219709,-3.92,-1.49,-9.49,1
132073,-2.71,-1.41,-9.92,3
79945,-2.67,-1.41,-9.89,3
49813,-3.10,-1.49,-9.81,5
204937,-3.14,-1.49,-9.81,5
227917,-2.16,-1.22,-10.00,2
57049,-2.43,-1.45,-9.92,0
33949,-3.84,-1.49,-9.53,1
209977,-2.55,-1.41,-9.92,4
42613,-2.35,-1.49,-9.96,0
100885,-2.67,-1.37,-9.89,3
119041,-2.63,-1.37,-9.92,3
188785,-4.00,-1.53,-9.45,1
252049,-2.20,-1.22,-10.04,2
218641,-4.00,-1.53,-9.49,1
168121,-2.08,-1.26,-9.96,2
210373,-2.63,-1.45,-9.85,3
211885,-2.16,-1.22,-10.00,2
23533,-3.06,-1.49,-9.81,5
217969,-2.43,-1.37,-9.92,0
123373,-3.84,-1.53,-9.61,1
204601,-4.00,-1.49,-9.45,1
219241,-2.16,-1.22,-10.04,2
110401,-3.92,-1.53,-9.53,1
139705,-4.00,-1.49,-9.41,1
109621,-2.47,-1.41,-9.96,0
85009,-2.12,-1.22,-10.04,2
104149,-2.71,-1.45,-9.92,4
106729,-2.39,-1.41,-9.92,0
164077,-2.20,-1.18,-10.00,2
47785,-3.14,-1.49,-9.81,5
20185,-2.71,-1.45,-9.85,4
84565,-2.24,-1.22,-10.08,2
178825,-2.39,-1.37,-9.96,0
107521,-2.20,-1.26,-10.04,2
229861,-2.35,-1.33,-9.96,0
231229,-3.14,-1.49,-9.77,5
209893,-2.86,-1.49,-9.81,4
20725,-3.14,-1.49,-9.81,5
169957,-2.39,-1.41,-10.00,0
173017,-2.43,-1.37,-9.96,0
214645,-3.30,-1.45,-9.89,5
46381,-3.88,-1.53,-9.49,1
247081,-2.16,-1.26,-10.00,2
66817,-2.63,-1.41,-9.92,4
82201,-2.24,-1.22,-10.04,2
26497,-3.10,-1.45,-9.85,5
218365,-2.67,-1.45,-9.92,4
179305,-2.67,-1.33,-9.92,3
161449,-2.43,-1.37,-9.96,0
112033,-3.88,-1.49,-9.49,1
163321,-3.14,-1.49,-9.89,5
180613,-3.14,-1.53,-9.77,5
98077,-2.43,-1.41,-9.96,0
79573,-2.20,-1.22,-10.04,2
33205,-2.39,-1.45,-9.92,0
207769,-3.14,-1.45,-9.77,5
75085,-2.71,-1.37,-9.85,4
219961,-2.67,-1.41,-9.92,4
63337,-2.16,-1.26,-10.04,2
176929,-2.16,-1.18,-10.00,2
218629,-2.63,-1.37,-9.89,3
155929,-2.39,-1.41,-9.96,0
97453,-3.10,-1.49,-9.69,5
117481,-3.14,-1.49,-9.81,5
127441,-2.67,-1.37,-9.92,3
62893,-2.16,-1.22,-10.04,2
86413,-3.88,-1.49,-9.49,1
58249,-3.14,-1.49,-9.77,5
197545,-2.75,-1.37,-9.92,4
47581,-2.20,-1.29,-10.00,2
130573,-2.35,-1.41,-9.92,0
38065,-2.24,-1.22,-10.04,2
118657,-2.71,-1.45,-9.89,4
254749,-2.20,-1.22,-10.04,2
193393,-2.39,-1.37,-10.00,0
154657,-2.71,-1.41,-9.85,4
224665,-2.43,-1.33,-9.96,0
228169,-2.43,-1.37,-9.92,0
230341,-2.79,-1.41,-10.00,4
110881,-2.67,-1.37,-9.89,3
81553,-2.43,-1.41,-9.92,0
115201,-3.84,-1.49,-9.57,1
51361,-3.14,-1.49,-9.81,5
230365,-2.67,-1.33,-9.92,3
32773,-3.14,-1.41,-9.77,5
53281,-2.71,-1.33,-9.89,3
234829,-3.14,-1.53,-9.85,5
71401,-2.63,-1.37,-9.92,3
72061,-2.43,-1.45,-9.96,0
48805,-2.67,-1.37,-9.92,3
165097,-3.96,-1.49,-9.49,1
154921,-2.67,-1.45,-9.92,4
81373,-3.88,-1.45,-9.41,1
60265,-2.39,-1.41,-9.96,0
44965,-3.96,-1.53,-9.49,1
137629,-3.88,-1.53,-9.49,1
247429,-2.20,-1.18,-9.96,2
137605,-2.75,-1.41,-9.85,4
109837,-2.43,-1.41,-9.92,0
153073,-2.59,-1.37,-9.96,3
53617,-4.00,-1.45,-9.45,1
62449,-3.14,-1.49,-9.77,5
61021,-3.14,-1.53,-9.81,5
81133,-3.88,-1.53,-9.53,1
234481,-3.18,-1.49,-9.81,5
53641,-3.92,-1.53,-9.45,1
157909,-3.96,-1.49,-9.49,1
62785,-2.75,-1.41,-9.92,4
135637,-2.16,-1.26,-10.04,2
112525,-3.18,-1.45,-9.81,5
221629,-3.14,-1.53,-9.73,5
121801,-4.04,-1.57,-9.41,1
66685,-2.75,-1.41,-9.81,4
112489,-3.88,-1.53,-9.53,1
51685,-2.67,-1.41,-9.92,3
149065,-2.16,-1.22,-10.04,2
74917,-2.71,-1.41,-9.96,3
254041,-2.20,-1.22,-10.04,2
54349,-2.67,-1.41,-9.85,4
162757,-2.71,-1.41,-9.89,4
237961,-2.75,-1.33,-9.96,3
244153,-3.18,-1.45,-9.81,5
222673,-2.20,-1.18,-10.04,2
248329,-4.00,-1.53,-9.49,1
107677,-2.75,-1.37,-9.96,4
56305,-2.24,-1.22,-9.96,2
223309,-2.71,-1.45,-9.85,4
80233,-2.24,-1.22,-10.08,2
82765,-2.71,-1.41,-9.89,4
114661,-2.16,-1.22,-10.00,2
227389,-2.75,-1.37,-9.85,4
230569,-3.92,-1.49,-9.49,1
151273,-3.22,-1.45,-9.85,5
110269,-2.39,-1.41,-9.92,0
190849,-2.71,-1.37,-9.92,4
148777,-3.96,-1.41,-9.69,1
215353,-2.39,-1.37,-9.96,0
52033,-2.67,-1.45,-9.89,4
64825,-2.71,-1.45,-9.92,3
120109,-2.67,-1.41,-9.92,4
216049,-3.96,-1.49,-9.53,1
229153,-2.79,-1.45,-9.81,4
194881,-2.67,-1.41,-9.96,3
44689,-3.14,-1.49,-9.85,5
237373,-2.16,-1.26,-10.04,2
213385,-2.71,-1.41,-9.92,3
201001,-2.71,-1.45,-9.92,4
155845,-3.14,-1.45,-9.81,5
99601,-3.96,-1.57,-9.45,1
135481,-3.84,-1.49,-9.53,1
164473,-2.20,-1.22,-9.96,2
218221,-2.67,-1.41,-9.89,4
56389,-2.67,-1.33,-9.89,3
182833,-2.16,-1.26,-10.04,2
81457,-2.43,-1.45,-9.92,0
167557,-3.96,-1.53,-9.49,1
100573,-2.71,-1.45,-9.85,4
44893,-2.16,-1.26,-10.00,2
27109,-3.88,-1.49,-9.49,1
132685,-2.20,-1.22,-9.96,2
75769,-2.67,-1.37,-9.92,3
241549,-3.92,-1.45,-9.57,1
27985,-2.63,-1.57,-9.73,3
235945,-2.35,-1.33,-9.96,0
154981,-2.47,-1.41,-10.00,0
256297,-2.16,-1.22,-10.04,2
42937,-2.67,-1.33,-9.89,3
108649,-2.75,-1.41,-9.89,4
187621,-3.10,-1.49,-9.85,5
84913,-3.88,-1.53,-9.49,1
160873,-2.39,-1.41,-9.92,0
186733,-3.88,-1.53,-9.53,1
239413,-2.71,-1.45,-9.92,4
93433,-2.16,-1.22,-10.04,2
171301,-3.10,-1.49,-9.85,5
196345,-2.71,-1.41,-9.89,4
228997,-4.04,-1.49,-9.41,1
216769,-2.75,-1.41,-9.89,4
61225,-2.43,-1.45,-9.96,0
89017,-3.84,-1.61,-9.30,1
136609,-2.43,-1.41,-10.00,0
88333,-2.71,-1.41,-9.89,4
236797,-3.88,-1.53,-9.57,1
67885,-2.20,-1.26,-10.04,2
40201,-2.35,-1.45,-9.96,0
75589,-3.92,-1.49,-9.49,1
155557,-2.67,-1.37,-9.96,4
233869,-3.80,-1.49,-9.53,1
87553,-2.16,-1.18,-10.04,2
83881,-2.20,-1.22,-10.00,2
171565,-4.04,-1.53,-9.41,1
229729,-4.00,-1.53,-9.49,1
161785,-2.28,-1.22,-9.96,2
76621,-3.84,-1.53,-9.49,1
128005,-2.39,-1.41,-9.92,0
208561,-2.31,-1.33,-10.00,0
73693,-2.43,-1.45,-9.92,0
172333,-2.43,-1.41,-9.96,0
90541,-3.14,-1.49,-9.81,5
147157,-2.39,-1.37,-9.96,0
114589,-2.47,-1.45,-9.92,0
179053,-3.14,-1.45,-9.85,5
67765,-2.24,-1.22,-10.00,2
53965,-2.71,-1.41,-9.92,4
230749,-3.96,-1.49,-9.49,1
93853,-2.43,-1.45,-9.96,0
177097,-2.67,-1.53,-9.65,3
178285,-2.67,-1.33,-9.92,3
118321,-2.59,-1.41,-9.92,3
209881,-2.16,-1.22,-10.00,2
134941,-2.67,-1.37,-9.89,3
79993,-2.63,-1.33,-9.92,3
105901,-2.43,-1.45,-9.92,0
151861,-2.16,-1.22,-10.00,2
177913,-2.35,-1.37,-9.96,0
136165,-2.71,-1.41,-9.89,4
128797,-2.71,-1.37,-9.85,4
123661,-3.18,-1.45,-9.77,5
68317,-2.75,-1.41,-9.92,4
192205,-2.71,-1.45,-9.92,4
99049,-3.06,-1.53,-9.77,5
75325,-3.84,-1.49,-9.57,1
